X,Y,BarrierID,Status,LastUpdate,Type,BarrierCk,CheckType,BarrierCk2,CheckType2,Descrip,Redev
-90.2004192183887,38.6162311617861,352,closed,04/06/18,complete,06/11,google maps,1971 and 1988,historic aerials,900-block of Hickory St at South 10th St,TRUE
-90.200765248004,38.6163161077207,353,closed,04/06/18,complete,06/11,google maps,1971 and 1988,historic aerials,1000-block of Hickory St at South 10th St,FALSE
-90.2003910431024,38.6170298487091,354,closed,04/06/18,complete,06/17,google maps,1971 and 1988,historic aerials,900-block of La Salle Park Ct at South 10th St,TRUE
-90.200696959829,38.6170937868029,355,closed,04/06/18,complete,06/17,google maps,1971 and 1988,historic aerials,1000-block of La Salle Park Ct at South 10th St,TRUE
-90.2004457063147,38.6173660645584,356,closed,04/06/18,complete,06/17,google maps,1971 and 1988,historic aerials,1100-block of South 10th St at Lebanon Dr,TRUE
-90.2004369689334,38.6173931087048,357,closed,04/06/18,complete,06/17,google maps,1996 and 1998,historic aerials,1000-block of South 10th St at Lebanon Dr,TRUE
-90.2024743191001,38.6149386366339,358,closed,04/06/18,complete,06/17,google maps,1971 and 1988,historic aerials,1000-block of Rutger St at South 11th St,TRUE
-90.1992755080364,38.6159994311874,359,closed,04/06/18,complete,06/17,google maps,,,800-block of Hickory St at South 9th St,FALSE
-90.1942399776683,38.6133231521698,360,closed,04/06/18,complete,08/17,google maps,,,200-block of Rutger St at South 3rd St,FALSE
-90.1936238869873,38.6131266051995,361,closed,04/06/18,compete,08/15,google maps,,,"200-block of Rutger St, mid-block",FALSE
-90.296307463327,38.6533060022377,362,closed,04/07/18,partial,10/11,google maps,,,Intersection of Rosedale Ave and Westminster Pl,FALSE
-90.2964582688592,38.6523951368229,363,closed,04/07/18,partial,10/11,google maps,,,Intersection of Rosedale Ave and Kingsbury Ave,FALSE
-90.2966311645802,38.6514915111197,364,closed,04/07/18,partial,10/11,google maps,,,Intersection of Rosedale Ave and McPherson Ave,FALSE
-90.250088868337,38.6282442046585,365,closed,09/21/18,partial,09/21/18,in-person,,,4021-block of Chouteau Ave at North Sarah St,FALSE
-90.2490243419191,38.6280787846484,366,closed,09/21/18,complete,09/21/18,in-person,,,4021-block of Chouteau Ave at Manchester Ave,FALSE
